Date,Open,High,Low,Close,Volume
24-02-1994,3891.7,3895.6,3823.9,3839.9,27424567
25-02-1994,3839.9,3868.9,3811.8,3838.8,23868272
28-02-1994,3838.8,3874.5,3818,3832,24197818
01-03-1994,3832,3848.3,3772.9,3809.2,30295120
02-03-1994,3809.2,3845.3,3741.7,3831.7,38368607
03-03-1994,3831.7,3862.1,3784.7,3824.4,27300420
04-03-1994,3824.4,3868,3800.5,3832.3,25717084
07-03-1994,3832.3,3882.4,3824.7,3856.2,22146173
08-03-1994,3856.2,3881.6,3822.5,3851.7,28656071
09-03-1994,3851.7,3874.5,3818,3853.4,24829005
10-03-1994,3853.4,3865.5,3801.6,3830.6,24665980
11-03-1994,3830.6,3872.8,3806.7,3862.7,21387488
14-03-1994,3862.7,3894.2,3836,3863,24597791
15-03-1994,3863,3888.5,3826.9,3849.6,27509803
16-03-1994,3849.6,3879.5,3819.9,3848.2,25838027
17-03-1994,3848.2,3891.3,3821.7,3865.1,26411486
18-03-1994,3865.1,3911.8,3838.7,3895.7,56354699
21-03-1994,3895.7,3898.3,3838.7,3864.9,20082369
22-03-1994,3864.9,3896.2,3840.7,3862.6,25081181
23-03-1994,3862.6,3901.4,3839.8,3869.5,23338527
24-03-1994,3865.4,3865.4,3792.6,3821.1,27438259
25-03-1994,3821.1,3845.9,3764.7,3774.7,21538899
28-03-1994,3774.7,3793.5,3719.7,3762.4,27189798
29-03-1994,3762.4,3771.9,3689.2,3699,26840260
30-03-1994,3699,3718.9,3612.4,3626.8,44567702
31-03-1994,3626.8,3673.1,3544.1,3636,47340628
04-04-1994,3633.1,3633.1,3520.8,3593.4,43707373
05-04-1994,3625,3698.2,3625,3675.4,41360355
06-04-1994,3675.4,3722.3,3643.2,3679.7,34531354
07-04-1994,3679.7,3712.8,3642.6,3693.3,26897476
08-04-1994,3693.3,3717.2,3644,3674.3,26124014
11-04-1994,3674.3,3720.7,3651.4,3688.8,22674751
12-04-1994,3688.8,3722.1,3661.2,3681.7,21529606
13-04-1994,3681.7,3704.3,3616.9,3661.5,26334937
14-04-1994,3661.5,3693.6,3625.8,3663.3,26186399
15-04-1994,3663.3,3699.2,3631.1,3661.5,29594794
18-04-1994,3661.5,3679.6,3593.4,3620.4,26779952
19-04-1994,3620.4,3670.4,3567.2,3619.8,35382045
20-04-1994,3619.8,3662.7,3546.7,3598.7,38022508
21-04-1994,3598.7,3674,3582.9,3652.5,38967923
22-04-1994,3652.5,3690.3,3621,3648.7,27437786
25-04-1994,3648.7,3721.3,3635.3,3705.8,24339479
26-04-1994,3705.8,3733.2,3669.8,3699.5,23934500
28-04-1994,3699.5,3723.9,3640.4,3668.3,31004873
29-04-1994,3668.3,3707.9,3642.1,3681.7,21897025
02-05-1994,3681.7,3734,3649,3701,25073758
03-05-1994,3701,3736.1,3669.8,3714.4,24257575
04-05-1994,3714.4,3730.2,3670.1,3697.8,21301161
05-05-1994,3697.8,3731.1,3675.5,3696,21225504
06-05-1994,3696,3702.5,3625.8,3669.5,28066221
09-05-1994,3669.5,3676.9,3612.4,3629,24435928
10-05-1994,3629,3684.7,3627.6,3656.4,30026687
11-05-1994,3656.4,3678.4,3609.7,3629,26136858
12-05-1994,3629,3682.6,3624.6,3652.8,24574750
13-05-1994,3652.8,3690.3,3626.4,3659.7,23351556
16-05-1994,3659.7,3694.2,3628.5,3671.5,20928484
17-05-1994,3671.5,3735,3653.7,3720.6,28443425
18-05-1994,3720.6,3761.7,3683.2,3732.9,31186918
19-05-1994,3732.9,3782.9,3707.7,3759,29492572
20-05-1994,3759,3788.8,3721.8,3766.4,32753515
23-05-1994,3766.4,3770.7,3711.4,3742.4,24119525
24-05-1994,3742.4,3786.3,3707.1,3745.2,31448563
25-05-1994,3745.2,3768.2,3710.8,3755.3,21709809
26-05-1994,3755.3,3785.1,3722.8,3753.5,27231378
27-05-1994,3753.5,3772.2,3723.7,3757.1,18125971
31-05-1994,3757.1,3783.3,3725.5,3758.4,19629974
01-06-1994,3758.4,3785.1,3717.8,3760.8,25041190
02-06-1994,3760.8,3791.6,3732.8,3759,23922549
03-06-1994,3759,3792.2,3732.5,3772.2,24540291
06-06-1994,3772.2,3812.8,3749.8,3768.5,24284897
07-06-1994,3768.5,3788.5,3733.1,3755.9,20425557
08-06-1994,3755.9,3780.8,3721.5,3749.5,21213261
09-06-1994,3749.5,3776.8,3721.5,3753.1,23349305
10-06-1994,3753.1,3798.7,3739.6,3773.5,19151255
13-06-1994,3773.5,3808.2,3741.3,3783.1,22289298
14-06-1994,3783.1,3839.9,3769.2,3814.8,30332850
15-06-1994,3814.8,3838.3,3772,3790.4,27497129
16-06-1994,3790.4,3830.7,3771.4,3811.3,25218123
17-06-1994,3811.3,3821.5,3764.1,3776.8,44452295
20-06-1994,3771.1,3771.1,3716.2,3741.9,23161128
21-06-1994,3741.9,3756.8,3674.7,3708,30145337
22-06-1994,3708,3748.9,3694.7,3724.8,22886562
23-06-1994,3724.8,3752,3685.1,3699.1,24215238
24-06-1994,3699.1,3704.8,3616.7,3636.9,25070316
27-06-1994,3636.9,3694.9,3603.9,3685.5,25197532
28-06-1994,3685.5,3705.6,3630.5,3669.6,22911731
29-06-1994,3669.6,3711.7,3645.7,3667.1,23781730
30-06-1994,3667.1,3683.6,3610.7,3625,25498961
01-07-1994,3625,3675.8,3611,3646.7,21309003
05-07-1994,3646.7,3680.7,3621.7,3652.5,19198620
06-07-1994,3652.5,3698.1,3631.1,3674.5,20482676
07-07-1994,3674.5,3714.3,3656,3688.4,22141667
08-07-1994,3688.4,3728.6,3660.9,3709.1,20583687
11-07-1994,3709.1,3735.4,3671.3,3703,20558683
12-07-1994,3703,3725.3,3660.9,3702.7,24280269
13-07-1994,3702.7,3738.3,3683.9,3704.3,20776471
14-07-1994,3704.3,3763.5,3697.5,3739.3,27740095
15-07-1994,3739.3,3769.4,3712.4,3753.8,27599483
18-07-1994,3753.8,3779.4,3725,3755.4,20594111
19-07-1994,3755.4,3777.5,3726.3,3748.3,20128896
20-07-1994,3748.3,3763.9,3706.2,3727.3,21090621
21-07-1994,3727.3,3763.2,3684.9,3732.5,27846785
22-07-1994,3732.5,3765.2,3707.2,3735,24690471
25-07-1994,3735,3762.6,3713.7,3741.8,19626787
26-07-1994,3741.8,3764.5,3706.2,3735.7,23050594
27-07-1994,3735.7,3753.2,3693.3,3720.5,22892630
28-07-1994,3720.5,3757.1,3701.7,3730.8,21204328
29-07-1994,3730.8,3782.6,3726.3,3764.5,24792414
01-08-1994,3764.5,3809.5,3749.3,3798.2,24670090
02-08-1994,3798.2,3829.3,3776.5,3796.2,27135376
03-08-1994,3796.2,3815,3762.9,3792.7,22199038
04-08-1994,3792.7,3807.2,3752.5,3765.8,27643841
05-08-1994,3765.8,3769.7,3725,3747,21173470
08-08-1994,3747,3780.7,3732.8,3753.8,19275603
09-08-1994,3753.8,3773.9,3728.6,3755.8,24693428
10-08-1994,3755.8,3794,3738.3,3766.8,25894477
11-08-1994,3766.8,3785.9,3728.6,3750.9,23861589
12-08-1994,3750.9,3792.7,3738.3,3768.7,24440989
15-08-1994,3768.7,3798.2,3742.2,3760.3,22816453
16-08-1994,3760.3,3804.6,3732.5,3784.6,31856631
17-08-1994,3784.6,3812.1,3754.5,3776.5,30259845
18-08-1994,3776.5,3793.6,3737,3755.4,32354871
19-08-1994,3755.4,3785.2,3727.6,3755.1,30956178
22-08-1994,3755.1,3771.9,3722.4,3751.2,18820309
23-08-1994,3751.2,3804.6,3745.1,3775.8,30057502
24-08-1994,3775.8,3852.6,3767.4,3846.7,29401959
25-08-1994,3846.7,3872.6,3810.5,3829.9,29804966
26-08-1994,3836.7,3903.4,3836.7,3881.1,35589155
29-08-1994,3881.1,3927.3,3869.4,3898.9,29021075
30-08-1994,3898.9,3934.1,3875.9,3917.3,25830075
31-08-1994,3917.3,3954.5,3878.8,3913.4,37369027
01-09-1994,3913.4,3928,3871.7,3901.4,27819365
02-09-1994,3901.4,3928.6,3872,3885.6,21527979
06-09-1994,3885.6,3918.6,3860,3898.7,19878388
07-09-1994,3898.7,3920.9,3860.7,3886.3,28162565
08-09-1994,3886.3,3927,3872.5,3908.5,25942306
09-09-1994,3902.1,3902.1,3844.2,3874.8,27571504
12-09-1994,3874.8,3897,3843.9,3860.3,22750849
13-09-1994,3860.3,3905.8,3854.3,3879.9,24035737
14-09-1994,3879.9,3918.6,3856.6,3895.3,27694880
15-09-1994,3895.3,3959.9,3883.9,3953.9,27348876
16-09-1994,3953.9,3955.2,3894.7,3933.4,56573262
19-09-1994,3933.4,3972.7,3909.8,3936.7,29448065
20-09-1994,3932,3932,3859.7,3869.1,32961434
21-09-1994,3869.1,3886.9,3806.9,3851.6,37492685
22-09-1994,3851.6,3882.6,3818.3,3837.1,25798519
23-09-1994,3837.1,3872.5,3806.5,3831.8,27114921
26-09-1994,3831.8,3869.4,3804.5,3849.2,24571025
27-09-1994,3849.2,3891.6,3828.7,3863,27437123
28-09-1994,3863,3904.8,3854.3,3878.2,27207630
29-09-1994,3878.2,3892.6,3834.8,3854.6,22692506
30-09-1994,3854.6,3891.3,3825.7,3843.2,27409802
03-10-1994,3843.2,3872.8,3809.2,3846.9,25887579
04-10-1994,3846.9,3873.5,3788.4,3801.1,32343495
05-10-1994,3801.1,3811.6,3736.2,3787.3,35607032
06-10-1994,3787.3,3810.9,3752,3775.6,22518998
07-10-1994,3775.6,3826,3754.4,3797.4,30086503
10-10-1994,3797.4,3843.2,3789.4,3821.3,18753099
11-10-1994,3829,3898.4,3829,3876.8,33168163
12-10-1994,3876.8,3903.1,3844.9,3875.2,23986379
13-10-1994,3878.2,3944.1,3878.2,3890,28890363
14-10-1994,3890,3928,3862,3910.5,21504503
17-10-1994,3910.5,3949.8,3883.2,3923.9,26445061
18-10-1994,3923.9,3945.5,3892.6,3917.5,23062028
19-10-1994,3917.5,3958.3,3887.9,3936,28375872
20-10-1994,3936,3954.9,3873.1,3911.2,41182239
21-10-1994,3911.2,3921.6,3861.4,3891.3,41950519
24-10-1994,3891.3,3925.6,3840.2,3855.3,34748357
25-10-1994,3855.3,3883.6,3803.5,3850.6,36017591
26-10-1994,3850.6,3892,3816.6,3848.2,31253115
27-10-1994,3848.2,3894,3834.4,3875.2,31566203
28-10-1994,3875.2,3953.5,3863.4,3930.7,36985814
31-10-1994,3930.7,3956.9,3889.3,3908.1,31922136
01-11-1994,3908.1,3919.9,3836.8,3863.4,36643453
02-11-1994,3863.4,3888.9,3820.3,3837.1,31236897
03-11-1994,3837.1,3872.5,3814.3,3845.9,26445453
04-11-1994,3845.9,3879.5,3802.8,3807.5,28918428
07-11-1994,3807.5,3830.4,3781.6,3808.9,24819074
08-11-1994,3808.9,3857.7,3798.8,3830.7,27956176
09-11-1994,3830.7,3882.9,3798.4,3831.8,35543372
10-11-1994,3831.8,3873.5,3822,3822,31052635
11-11-1994,3822,3830.1,3779.9,3801.5,19523665
14-11-1994,3801.5,3849.9,3795.1,3829.7,25534019
15-11-1994,3829.7,3871.5,3794.4,3826.4,29982900
16-11-1994,3826.4,3864.4,3803.8,3845.2,27727681
17-11-1994,3845.2,3868.1,3797.8,3828.1,35817062
18-11-1994,3828.1,3844.9,3773.2,3815.3,38491766
21-11-1994,3815.3,3845.2,3758.7,3769.5,23402864
22-11-1994,3769.5,3787.3,3669.6,3678,35798768
23-11-1994,3678,3704.9,3612.1,3674.6,47273475
25-11-1994,3676,3722.4,3676,3708.3,10601133
28-11-1994,3708.3,3759.4,3693.1,3739.6,25635167
29-11-1994,3739.6,3755,3703.9,3738.6,22866759
30-11-1994,3738.6,3783.3,3718.4,3739.2,27991633
01-12-1994,3739.2,3755.4,3680.7,3700.9,24682379
02-12-1994,3700.9,3755,3680.7,3745.6,24659891
05-12-1994,3745.6,3779.9,3715.7,3741.9,24057244
06-12-1994,3741.9,3762.1,3703.6,3746,26438223
07-12-1994,3746,3758.1,3700.9,3735.5,33827782
08-12-1994,3735.5,3757.4,3670.3,3685.7,26578044
09-12-1994,3685.7,3713.3,3639,3691.1,27308798
12-12-1994,3691.1,3734.5,3667.9,3718.4,25705556
13-12-1994,3718.4,3749.3,3690.8,3715.3,24960308
14-12-1994,3715.3,3772.2,3700.5,3746.3,31481997
15-12-1994,3746.3,3794.1,3729.1,3765.5,24867560
16-12-1994,3765.5,3818,3758.1,3807.2,59074769
19-12-1994,3807.2,3815.3,3764.5,3790.7,22449823
20-12-1994,3790.7,3807.2,3752.4,3767.2,24160492
21-12-1994,3767.2,3836.5,3761.8,3801.8,29301622
22-12-1994,3801.8,3850.6,3780.6,3814.9,28572985
23-12-1994,3814.9,3860,3808.5,3833.4,18380258
27-12-1994,3833.4,3882.2,3832.1,3861.7,17320557
28-12-1994,3861.7,3871.5,3816.9,3839.5,15666213
29-12-1994,3839.5,3867.4,3812.9,3833.4,16910134
30-12-1994,3833.4,3874.5,3812.9,3834.4,17216726
03-01-1995,3834.4,3864.7,3805.5,3838.5,24439679
04-01-1995,3838.5,3876.8,3815.3,3857.7,27227976
05-01-1995,3857.7,3876.8,3825.4,3850.9,25819073
06-01-1995,3850.9,3902.4,3823.7,3867.4,30237731
09-01-1995,3867.4,3889.3,3834.4,3861.4,20812282
10-01-1995,3861.4,3912.5,3844.9,3866.7,28254972
11-01-1995,3866.7,3899.7,3824.7,3862,28106292
12-01-1995,3862,3886.6,3831.4,3859,23747782
13-01-1995,3859,3924.3,3852.6,3908.5,30588225
16-01-1995,3908.5,3955.6,3890,3932.3,29243695
17-01-1995,3932.3,3953.9,3895.3,3930.7,26887437
18-01-1995,3930.7,3950.9,3890,3929,22986645
19-01-1995,3929,3930,3866.7,3882.2,24463986
20-01-1995,3882.2,3898.7,3826.7,3869.4,31740769
23-01-1995,3869.4,3885.6,3815.3,3867.4,31626100
24-01-1995,3867.4,3898.4,3840.2,3862.7,26464449
25-01-1995,3862.7,3908.8,3832.1,3871.5,32333397
26-01-1995,3871.5,3903.4,3839.2,3870.4,29432619
27-01-1995,3870.4,3914.2,3827.4,3858,47925697
30-01-1995,3858,3881.2,3794.4,3832.1,34452036
31-01-1995,3832.1,3872.1,3809.5,3843.9,38976151
01-02-1995,3843.9,3886.3,3809.2,3847.6,37886025
02-02-1995,3847.6,3884.2,3828.4,3870.8,25282899
03-02-1995,3876.2,3959.6,3876.2,3928.6,43268801
06-02-1995,3928.6,3964.3,3900,3937.7,29334589
07-02-1995,3937.7,3960.3,3907.5,3937.4,24995237
08-02-1995,3937.4,3967.7,3909.1,3935.4,27291098
09-02-1995,3935.4,3967.3,3904.8,3932.7,26871881
10-02-1995,3932.7,3963,3908.5,3939.1,24553012
13-02-1995,3939.1,3974.7,3920.6,3954.2,19372523
14-02-1995,3954.2,3984.8,3930.7,3958.3,29764891
15-02-1995,3958.3,4019.2,3937.7,3986.2,41520362
16-02-1995,3986.2,4011.1,3948.2,3987.5,37769338
17-02-1995,3987.5,4002,3937.1,3953.5,36104250
21-02-1995,3953.5,3989.9,3930.7,3964,30066416
22-02-1995,3964,4002.3,3944.5,3973.1,28686200
23-02-1995,3979.5,4034.6,3979.5,4003.3,37838139
24-02-1995,4003.3,4033.6,3974.1,4011.7,27216145
27-02-1995,4011.7,4033.2,3966.8,3988.6,25816318
28-02-1995,3988.6,4021.4,3967.5,4011.1,22439385
01-03-1995,4011.1,4033.2,3960.6,3994.8,33441742
02-03-1995,3994.8,4009.7,3947.1,3979.9,31586387
03-03-1995,3979.9,4004.8,3946,3989.6,27309463
06-03-1995,3989.6,4015.9,3944.3,3997.6,30841946
07-03-1995,3997.6,4009.7,3935.3,3962.6,31539370
08-03-1995,3962.6,4002.4,3944.7,3979.2,29026881
09-03-1995,3979.2,4011.4,3954,3983.4,23707120
10-03-1995,3983.4,4055,3978.2,4035.6,30919487
13-03-1995,4035.6,4060.9,3999.3,4025.2,25959697
14-03-1995,4025.2,4087.1,4014.9,4048.8,32388330
15-03-1995,4048.8,4070.2,4008.6,4038.4,28278951
16-03-1995,4038.4,4095.8,4021.8,4069.2,33508899
17-03-1995,4069.2,4101.7,4044.9,4073.7,45546482
20-03-1995,4073.7,4115.2,4051.2,4083.7,27476909
21-03-1995,4083.7,4122.4,4046.7,4072.6,31480254
22-03-1995,4072.6,4107.5,4039.1,4083,28492545
23-03-1995,4083,4107.9,4046.3,4087.8,27741061
24-03-1995,4087.8,4155.3,4087.1,4138.7,30779741
27-03-1995,4138.7,4177.4,4113.1,4157.3,24331814
28-03-1995,4157.3,4176,4120.7,4151.8,22288727
29-03-1995,4151.8,4213.7,4121.7,4160.8,37495610
30-03-1995,4160.8,4213.4,4128.3,4172.6,33977975
31-03-1995,4172.6,4194,4100.3,4157.7,34437549
03-04-1995,4157.7,4202.3,4129.7,4168.4,25602271
04-04-1995,4168.4,4221,4154.2,4201.6,30299800
05-04-1995,4201.6,4229.6,4166.3,4200.6,26747195
06-04-1995,4200.6,4239.3,4179.1,4205.4,25773663
07-04-1995,4205.4,4226.9,4154.2,4192.6,28936870
10-04-1995,4192.6,4219.9,4163.9,4198.2,22095494
11-04-1995,4198.2,4230,4168.1,4187.1,22730538
12-04-1995,4187.1,4221.7,4163.6,4197.8,24982850
13-04-1995,4197.8,4243.5,4173.9,4208.2,27628716
17-04-1995,4208.2,4260.1,4174.6,4195.4,30903505
18-04-1995,4195.4,4221.7,4152.2,4179.1,27006992
19-04-1995,4179.1,4232.4,4143.5,4207.5,32682334
20-04-1995,4207.5,4263.9,4186.4,4230.7,35073249
21-04-1995,4230.7,4296.4,4214.4,4270.1,40433804
24-04-1995,4270.1,4328.9,4239.7,4304,33275293
25-04-1995,4304,4337.2,4267.3,4300.2,31801287
26-04-1995,4300.2,4324.7,4267.3,4299.8,26793789
27-04-1995,4299.8,4335.1,4269.1,4314.7,25219703
28-04-1995,4314.7,4348.9,4270.8,4321.3,29589886
01-05-1995,4321.3,4352.7,4278.7,4316.1,27071897
02-05-1995,4316.1,4348.3,4288.4,4328.9,26006206
03-05-1995,4328.9,4392.5,4312.3,4373.2,33892466
04-05-1995,4373.2,4426.4,4329.9,4359.7,40007024
05-05-1995,4359.7,4389.8,4310.6,4343.4,33636036
08-05-1995,4343.4,4407,4316.4,4383.9,25663154
09-05-1995,4383.9,4421.2,4360,4390.8,27791950
10-05-1995,4390.8,4440.2,4347.6,4404.6,39913538
11-05-1995,4404.6,4446.1,4365.2,4411.2,35254099
12-05-1995,4411.2,4463.1,4371.1,4430.6,36655851
15-05-1995,4430.6,4468.9,4398.7,4437.5,35131263
16-05-1995,4437.5,4464.1,4408.1,4435.1,31206966
17-05-1995,4435.1,4452.7,4386.6,4422.6,27063672
18-05-1995,4422.6,4426.4,4331,4340.6,32804783
19-05-1995,4340.6,4368.7,4287.4,4341.3,41947757
22-05-1995,4341.3,4416,4337.9,4395.6,24324387
23-05-1995,4395.6,4451.7,4372.5,4436.4,32216655
24-05-1995,4436.4,4480.7,4390.8,4438.2,33718612
25-05-1995,4427.4,4451.3,4375.9,4412.2,28966701
26-05-1995,4412.2,4423.6,4338.9,4369,25457874
30-05-1995,4369,4412.9,4334.4,4378.7,21736011
31-05-1995,4378.7,4467.9,4360.7,4465.1,29464275
01-06-1995,4465.1,4499.7,4421.6,4472.8,32346691
02-06-1995,4472.8,4496.3,4406.4,4444.4,31713122
05-06-1995,4444.4,4510.5,4417.8,4476.6,35950196
06-06-1995,4476.6,4520.5,4446.5,4485.2,32360958
07-06-1995,4485.2,4497.7,4432.3,4462,26955165
08-06-1995,4462,4492.1,4431.6,4458.6,22535181
09-06-1995,4458.6,4466.9,4394.6,4424,30311982
12-06-1995,4424,4482.1,4415.7,4446.5,24868832
13-06-1995,4446.5,4504.9,4440.2,4484.5,25487693
14-06-1995,4484.5,4510.8,4449.2,4491.1,33958115
15-06-1995,4491.1,4527.7,4466.9,4496.3,24259691
16-06-1995,4496.3,4534,4482.4,4510.8,47480690
19-06-1995,4510.8,4577.2,4498.7,4553.7,23837334
20-06-1995,4553.7,4587.2,4498,4550.6,29340814
21-06-1995,4550.6,4583.1,4517,4547.1,30362734
22-06-1995,4547.1,4614.2,4535.4,4589.6,35082990
23-06-1995,4589.6,4609.7,4549.2,4585.8,24249691
26-06-1995,4585.8,4600,4536.4,4551.3,23258865
27-06-1995,4551.3,4592.4,4511.5,4542.6,28198494
28-06-1995,4542.6,4587.2,4512.9,4556.8,31528088
29-06-1995,4556.8,4592.8,4510.5,4550.6,25421270
30-06-1995,4550.6,4606.2,4513.9,4556.1,22007204
03-07-1995,4556.1,4594.8,4536,4585.2,11953223
05-07-1995,4585.2,4652.2,4561.6,4615.2,34199715
06-07-1995,4615.2,4682,4587.9,4664,33916651
07-07-1995,4664,4740.8,4628.4,4702.7,44196369
10-07-1995,4702.7,4747.7,4670.9,4702.4,31431428
11-07-1995,4702.4,4724.5,4647.7,4680.6,27581591
12-07-1995,4680.6,4747,4654.7,4727.3,33662996
13-07-1995,4727.3,4766.6,4676.1,4727.5,31170632
14-07-1995,4727.5,4737,4664.8,4708.8,29259721
17-07-1995,4708.8,4767.6,4681.4,4736.3,26819242
18-07-1995,4734.5,4734.5,4648.2,4686.3,40006972
19-07-1995,4686.3,4698.6,4530.3,4628.9,49326713
20-07-1995,4628.9,4684.5,4578.5,4641.6,36450164
21-07-1995,4641.6,4676.1,4596.8,4641.6,44755262
24-07-1995,4641.6,4701.4,4620.4,4668.7,28136643
25-07-1995,4668.7,4743.7,4651.8,4714.5,39216338
26-07-1995,4714.5,4750.7,4665.2,4707.1,38470406
27-07-1995,4707.1,4768,4691.6,4732.8,30679937
28-07-1995,4732.8,4762.7,4686.3,4715.5,25080374
31-07-1995,4715.5,4753.6,4671.1,4708.5,29256854
01-08-1995,4708.5,4743,4648.6,4700.4,35539292
02-08-1995,4700.4,4772.6,4668,4690.2,37596447
03-08-1995,4690.2,4720.4,4632,4701.4,32206728
04-08-1995,4701.4,4728.5,4660.6,4683.5,20169998
07-08-1995,4683.5,4727.8,4667.3,4693.3,19592206
08-08-1995,4693.3,4722.6,4654.2,4693.3,22678202
09-08-1995,4693.3,4712.3,4649.3,4671.5,22274324
10-08-1995,4671.5,4699,4621.5,4643.7,25114468
11-08-1995,4643.7,4659.5,4584.9,4618.3,24260023
14-08-1995,4618.3,4677.1,4601.8,4659.9,23120414
15-08-1995,4659.9,4672.9,4602.1,4640.8,30772748
16-08-1995,4640.8,4673.6,4593.3,4639.1,33754101
17-08-1995,4639.1,4659.2,4587.7,4630.6,29769748
18-08-1995,4630.6,4665.2,4597.9,4617.6,32153089
21-08-1995,4617.6,4676.4,4593.7,4614.8,34837651
22-08-1995,4614.8,4646.1,4580.6,4620.4,29155432
23-08-1995,4620.4,4636.3,4571.8,4584.9,27233969
24-08-1995,4584.9,4618.3,4552.8,4580.6,26543480
25-08-1995,4580.6,4629.9,4569.7,4601.4,24520514
28-08-1995,4601.4,4632.4,4566.5,4594,22561399
29-08-1995,4594,4625.4,4554.2,4608.4,25313103
30-08-1995,4608.4,4639.8,4582.4,4604.6,23824413
31-08-1995,4604.6,4634.5,4582.4,4610.6,20018599
01-09-1995,4610.6,4672.2,4594.7,4647.5,21021001
05-09-1995,4647.5,4697.9,4625.7,4670.1,26865167
06-09-1995,4670.1,4716.2,4649,4683.8,27868950
07-09-1995,4683.8,4710.6,4640.1,4669.7,24364424
08-09-1995,4669.7,4722.9,4648.6,4700.7,27071122
11-09-1995,4700.7,4744,4672.5,4704.9,26092923
12-09-1995,4704.9,4762.4,4689.5,4747.2,33204115
13-09-1995,4747.2,4801.1,4697.6,4765.5,44147612
14-09-1995,4765.5,4830.3,4731.4,4801.8,41523767
15-09-1995,4801.8,4839.5,4762.4,4797.6,53952247
18-09-1995,4797.6,4814,4729.5,4780.4,32936898
19-09-1995,4780.4,4798.1,4734.5,4767,34574347
20-09-1995,4767,4828.5,4746.5,4792.7,52426819
21-09-1995,4792.7,4820.2,4728.8,4767.4,38627508
22-09-1995,4767.4,4789.4,4706.4,4764.2,38194534
25-09-1995,4764.2,4804.6,4728,4769.9,34529702
26-09-1995,4769.9,4816.5,4738.9,4765.6,35490477
27-09-1995,4765.6,4790.2,4693,4762.4,49205601
28-09-1995,4762.4,4810,4731.6,4787.6,36096210
29-09-1995,4787.6,4835,4757.7,4789.1,28990176
02-10-1995,4789.1,4818,4732.7,4761.3,29040619
03-10-1995,4761.3,4791.6,4702.7,4749.7,32971301
04-10-1995,4749.7,4787.3,4689,4740.7,33075469
05-10-1995,4740.7,4794.9,4705.6,4762.7,32632398
06-10-1995,4762.7,4805.7,4731.6,4769.2,25080055
09-10-1995,4769.2,4781.1,4691.5,4726.2,26775031
10-10-1995,4726.2,4745.7,4638.4,4720.8,40910289
11-10-1995,4720.8,4773.9,4686.4,4735.3,30995020
12-10-1995,4735.3,4790.2,4709.2,4764.9,30768275
13-10-1995,4764.9,4845.1,4749.7,4793.8,31429276
16-10-1995,4793.8,4823,4751.5,4784.4,23083768
17-10-1995,4784.4,4831.4,4747.9,4796,33488762
18-10-1995,4796,4837.5,4747.5,4777.5,33790810
19-10-1995,4777.5,4830.3,4744.3,4802.5,32066871
20-10-1995,4802.5,4836.4,4758.4,4794.9,34633330
23-10-1995,4794.9,4805.7,4724.4,4755.5,28017222
24-10-1995,4755.5,4819.1,4730.9,4783.7,28055334
25-10-1995,4783.7,4824.5,4708.9,4753.7,38382919
26-10-1995,4753.7,4777.9,4655.1,4703.8,36357359
27-10-1995,4703.8,4766.7,4653.2,4741.8,30515511
30-10-1995,4741.8,4798.8,4716.5,4756.6,24455268
31-10-1995,4756.6,4822,4736,4755.5,29023244
01-11-1995,4755.5,4801.7,4719.7,4766.7,26959550
02-11-1995,4766.7,4833.2,4745,4808.6,29074332
03-11-1995,4808.6,4858.8,4774.6,4825.6,25334293
06-11-1995,4825.6,4862.8,4779.3,4814,25065984
07-11-1995,4814,4839.3,4770.7,4797,24908427
08-11-1995,4797,4877.6,4775.7,4852.7,28104341
09-11-1995,4852.7,4902.5,4811.8,4864.2,29318314
10-11-1995,4864.2,4896,4820.5,4870.4,21019254
13-11-1995,4870.4,4909.8,4821.2,4872.9,25472459
14-11-1995,4872.9,4923.1,4826.3,4871.8,34307508
15-11-1995,4871.8,4939.7,4835.7,4922.8,36793823
16-11-1995,4922.8,5003.7,4902.2,4969.4,37186316
17-11-1995,4969.4,5022.1,4934.3,4990,34737202
20-11-1995,4990,5030.8,4946.6,4983.1,27370693
21-11-1995,4983.1,5050.3,4948,5023.6,32367677
22-11-1995,5023.6,5096.2,4982.7,5041.6,34816714
24-11-1995,5041.6,5072.7,5028.6,5048.8,9990146
27-11-1995,5048.8,5114.2,5034,5070.9,30883046
28-11-1995,5070.9,5105.6,5006.2,5078.1,31618897
29-11-1995,5078.1,5126.5,5047,5105.6,27684832
30-11-1995,5105.6,5143.1,5033.2,5074.5,25983920
01-12-1995,5074.5,5133,5038.4,5087.1,28459834
04-12-1995,5087.1,5157.6,5057.9,5139.5,30264702
05-12-1995,5139.5,5216.8,5108.5,5177.5,30008251
06-12-1995,5177.5,5234.5,5147.5,5199.1,29461832
07-12-1995,5199.1,5211.1,5124.4,5159.4,57218676
08-12-1995,5159.4,5200.2,5115.3,5156.9,23635401
11-12-1995,5156.9,5225.5,5122.2,5184.3,25465715
12-12-1995,5184.3,5226.2,5132.3,5174.9,26072058
13-12-1995,5174.9,5246.1,5144.2,5216.5,33311371
14-12-1995,5216.5,5266.7,5148.6,5182.2,36376985
15-12-1995,5182.2,5217.6,5135.5,5176.7,36398822
18-12-1995,5159.4,5159.4,5042.7,5075.2,36770986
19-12-1995,5075.2,5146,5016.7,5109.9,40911587
20-12-1995,5109.9,5173.5,5047.4,5059.3,33128725
